,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Orthodox,Protestant,Sikh
Baseline,0.0,0.0178571428571428,0.0303030303030303,0.0192307692307692,-0.0909090909090909,0.0,-0.0681818181818181,0.0670731707317073,,0.0694444444444444,0.0416666666666666
Atheist,0.0625,0.1428571428571428,0.0378787878787878,0.0128205128205128,0.0075757575757575,-0.0357142857142857,-0.053030303030303,0.0121951219512195,,-0.0416666666666666,-0.0416666666666666
Buddhist,-0.0277777777777777,0.2857142857142857,0.0227272727272727,-0.0641025641025641,-0.0303030303030303,0.0142857142857142,-0.0303030303030303,0.0060975609756097,,0.1388888888888889,0.1111111111111111
Catholic,-0.0138888888888888,-0.0535714285714285,0.1136363636363636,0.0064102564102564,-0.1136363636363636,0.0928571428571428,-0.0454545454545454,0.0182926829268292,,0.0555555555555555,0.0
Christian,0.0486111111111111,0.0357142857142857,0.053030303030303,0.0192307692307692,-0.0075757575757575,-0.0857142857142857,-0.0303030303030303,0.0426829268292682,,0.0416666666666666,-0.125
Hindu,0.0347222222222222,0.0535714285714285,0.0151515151515151,0.0,-0.0757575757575757,0.05,0.0378787878787878,0.0426829268292682,,0.0138888888888888,-0.1111111111111111
Jewish,0.0625,0.0535714285714285,0.0606060606060606,0.0384615384615384,-0.0378787878787878,0.0642857142857142,-0.0378787878787878,0.0182926829268292,,-0.0277777777777777,-0.1666666666666666
Mormon,0.0763888888888889,0.125,-0.0075757575757575,-0.0064102564102564,-0.0681818181818181,-0.0142857142857142,-0.0303030303030303,0.024390243902439,,-0.0277777777777777,-0.0416666666666666
Muslim,0.0138888888888888,-0.0357142857142857,0.0,-0.0064102564102564,-0.0757575757575757,0.0,0.0075757575757575,0.0975609756097561,,0.0138888888888888,-0.0833333333333333
Protestant,0.0416666666666666,-0.0178571428571428,-0.0075757575757575,0.0512820512820512,-0.1212121212121212,0.0571428571428571,0.0075757575757575,0.0548780487804878,,0.0972222222222222,0.0
Sikh,0.0,0.125,0.053030303030303,0.0256410256410256,-0.0757575757575757,0.0428571428571428,0.0,0.048780487804878,,-0.0277777777777777,-0.0416666666666666
