,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0694444444444444,0.0,0.0303030303030303,0.0256410256410256,0.0075757575757575,0.0214285714285714,-0.0909090909090909,-0.0548780487804878,-0.0833333333333333,0.0694444444444444
Atheist,0.0625,0.0714285714285714,0.0681818181818181,-0.0192307692307692,-0.0909090909090909,-0.0214285714285714,0.0151515151515151,0.024390243902439,-0.0694444444444444,-0.0694444444444444
Buddhist,-0.0138888888888888,0.0178571428571428,0.0757575757575757,-0.0064102564102564,-0.0378787878787878,0.0142857142857142,-0.1136363636363636,-0.0121951219512195,0.1111111111111111,0.0555555555555555
Catholic,0.0277777777777777,-0.0892857142857142,0.0984848484848484,-0.0256410256410256,0.053030303030303,-0.0071428571428571,-0.0681818181818181,-0.0060975609756097,-0.0277777777777777,-0.0277777777777777
Christian,-0.0208333333333333,0.125,0.0833333333333333,0.0769230769230769,0.0227272727272727,-0.0642857142857142,-0.0151515151515151,-0.0426829268292682,0.0416666666666666,-0.2083333333333333
Hindu,-0.0625,0.125,0.0606060606060606,-0.0897435897435897,0.0151515151515151,0.0928571428571428,-0.0606060606060606,0.024390243902439,-0.0277777777777777,-0.0138888888888888
Jewish,0.0902777777777777,0.0714285714285714,-0.0075757575757575,-0.0384615384615384,0.0303030303030303,-0.0857142857142857,-0.0833333333333333,0.024390243902439,-0.0416666666666666,0.1111111111111111
Mormon,-0.0416666666666666,-0.2321428571428571,0.0909090909090909,0.1089743589743589,-0.0151515151515151,-0.0071428571428571,0.0227272727272727,0.0,-0.1388888888888889,0.0
Muslim,-0.0277777777777777,0.0535714285714285,0.0227272727272727,-0.0384615384615384,0.0606060606060606,0.0357142857142857,-0.0075757575757575,-0.0548780487804878,-0.0138888888888888,0.0277777777777777
Protestant,0.0069444444444444,-0.1964285714285714,0.0681818181818181,0.0128205128205128,0.0681818181818181,0.05,-0.0681818181818181,0.024390243902439,-0.0972222222222222,-0.0694444444444444
Sikh,0.0277777777777777,-0.1428571428571428,-0.0151515151515151,-0.0192307692307692,-0.0378787878787878,0.0285714285714285,0.0151515151515151,-0.0182926829268292,0.0277777777777777,0.125
